Genetic Tic Tac Toe Experiment
Experiment Time: 27/06/2016 14:23:03
Experiment Parameters:,
Board Size:,10,
Required Streak:,5,
Population Size:,100,
Max Generations:,50,
Select Maximal Index Method:,Random,
Initial Individual Tree Depth:,3,
Maximum Individual Tree Depth:,6,
Crossover Probability:,0.8,
Mutation Probability:,0.2,
,
Function Set:,
If >=,Plus,
Terminal Set:,
RowStreak,ColumnStreak,DiagMainStreak,DiagSecStreak,WinOrBlock,
,
Generation,Worst Individual Name,Worst Individual Fitness,Best Individual Name,Best Individual Fitness,Average Fitness,Best Individual Tree,
33,Phourrrrrrr,0.0,Phourrrrrrr,3.3,0.915999999999999,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(F: Plus(T: RowStreak f)(T: DiagSecStreak f))(F: If >=(T: RowStreak e)(T: RowStreak f)(T: ColumnStreak e)(T: DiagMainStreak f)))(F: Plus(F: Plus(T: DiagSecStreak f)(T: RowStreak f))(F: If >=(T: WinOrBlock f)(T: DiagSecStreak f)(T: ColumnStreak e)(T: DiagSecStreak f)))(F: If >=(T: ColumnStreak e)(T: ColumnStreak f)(T: DiagSecStreak f)(T: ColumnStreak f)))(F: Plus(F: Plus(F: If >=(T: ColumnStreak e)(T: WinOrBlock f)(T: WinOrBlock e)(T: WinOrBlock f))(T: RowStreak e))(F: Plus(T: RowStreak f)(T: DiagMainStreak f))))(T: DiagSecStreak f)),
34,Phourrrrrrr,0.0,Phourrrrrrr,4.3,1.3050000000000004,([F: Plus](T: WinOrBlock e)(F: Plus(F: Plus(F: Plus(T: DiagSecStreak e)(F: Plus(T: DiagMainStreak f)(T: WinOrBlock e)))(F: Plus(F: Plus(T: ColumnStreak f)(T: RowStreak f))(F: Plus(T: RowStreak f)(T: RowStreak f))))(F: Plus(T: ColumnStreak f)(F: Plus(T: DiagSecStreak e)(F: Plus(T: WinOrBlock f)(T: DiagSecStreak f)))))),
35,Phourrrrrrr,0.0,Phourrrrrrr,4.3,1.0859999999999992,([F: Plus](T: WinOrBlock e)(F: Plus(F: Plus(F: Plus(T: DiagSecStreak e)(F: Plus(T: DiagMainStreak f)(T: WinOrBlock e)))(F: Plus(F: Plus(T: ColumnStreak f)(T: RowStreak f))(F: Plus(T: RowStreak f)(T: RowStreak f))))(F: Plus(T: ColumnStreak f)(F: Plus(T: DiagSecStreak e)(F: Plus(T: WinOrBlock f)(T: DiagSecStreak e)))))),
36,Phourrrrrrr,0.0,Phourrrrrrr,3.3,0.8119999999999993,([F: Plus](T: WinOrBlock e)(F: Plus(F: Plus(F: Plus(T: DiagSecStreak e)(F: Plus(T: DiagMainStreak f)(T: ColumnStreak e)))(F: Plus(F: Plus(T: ColumnStreak f)(T: RowStreak f))(F: Plus(T: RowStreak f)(T: RowStreak f))))(F: Plus(T: ColumnStreak f)(F: Plus(T: DiagSecStreak e)(F: Plus(T: WinOrBlock f)(T: DiagSecStreak e)))))),
37,Phourrrrrrr,0.0,Phourrrrrrr,4.3,1.0399999999999994,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(T: RowStreak e)(F: If >=(T: DiagMainStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e)(T: ColumnStreak f)))(F: Plus(T: WinOrBlock e)(T: ColumnStreak e))(F: If >=(T: ColumnStreak e)(T: ColumnStreak f)(T: DiagMainStreak e)(T: ColumnStreak f)))(F: Plus(F: Plus(F: If >=(T: ColumnStreak e)(T: WinOrBlock f)(T: WinOrBlock e)(T: WinOrBlock f))(T: RowStreak e))(F: Plus(T: WinOrBlock e)(T: DiagMainStreak f))))(T: DiagSecStreak f)),
38,Phourrrrrrr,0.0,Phourrrrrrr,3.3,0.8019999999999993,([F: Plus](T: WinOrBlock e)(F: Plus(T: WinOrBlock f)(F: Plus(T: ColumnStreak f)(F: Plus(F: If >=(T: RowStreak e)(T: RowStreak e)(T: DiagSecStreak e)(T: ColumnStreak f))(F: Plus(T: ColumnStreak f)(T: ColumnStreak f)))))),
39,Phourrrrrrr,0.0,Phourrrrrrr,4.3,0.9449999999999996,([F: Plus](T: WinOrBlock e)(F: Plus(F: Plus(F: Plus(T: DiagSecStreak e)(F: Plus(T: DiagMainStreak f)(T: WinOrBlock e)))(F: Plus(F: Plus(T: ColumnStreak f)(T: RowStreak f))(T: WinOrBlock f)))(F: Plus(T: DiagSecStreak e)(F: Plus(F: Plus(T: WinOrBlock e)(T: RowStreak f))(F: Plus(T: ColumnStreak f)(T: WinOrBlock e)))))),
40,Phourrrrrrr,0.0,Phourrrrrrr,3.3,1.0399999999999998,([F: Plus](T: WinOrBlock e)(F: Plus(F: Plus(F: Plus(T: DiagSecStreak e)(F: Plus(T: DiagMainStreak f)(T: ColumnStreak e)))(F: Plus(F: Plus(T: ColumnStreak f)(T: RowStreak f))(F: Plus(T: DiagSecStreak e)(T: DiagMainStreak f))))(F: Plus(T: ColumnStreak f)(F: Plus(T: DiagSecStreak e)(F: Plus(T: WinOrBlock f)(T: DiagSecStreak e)))))),
41,Phourrrrrrr,0.0,Phourrrrrrr,3.3,0.9370000000000002,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagSecStreak e)(T: RowStreak e))(F: Plus(F: Plus(T: ColumnStreak f)(T: RowStreak f))(F: Plus(T: DiagSecStreak e)(T: RowStreak f))))(F: Plus(T: ColumnStreak f)(T: DiagMainStreak f)))(F: Plus(F: Plus(F: Plus(F: Plus(T: ColumnStreak f)(T: ColumnStreak f))(F: Plus(T: RowStreak f)(T: DiagSecStreak e)))(F: Plus(F: Plus(T: ColumnStreak f)(T: RowStreak f))(T: WinOrBlock f)))(F: Plus(T: DiagSecStreak e)(F: Plus(F: Plus(T: WinOrBlock e)(T: RowStreak f))(F: Plus(T: ColumnStreak f)(T: WinOrBlock e)))))),
42,Phourrrrrrr,0.0,Phourrrrrrr,4.6,0.9889999999999994,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(T: RowStreak e)(F: If >=(T: WinOrBlock f)(T: DiagSecStreak f)(T: DiagSecStreak e)(T: ColumnStreak f)))(F: Plus(T: WinOrBlock e)(T: ColumnStreak e))(F: If >=(T: ColumnStreak e)(T: ColumnStreak f)(T: DiagMainStreak f)(T: ColumnStreak f)))(F: Plus(F: Plus(F: If >=(T: ColumnStreak e)(T: WinOrBlock f)(T: WinOrBlock e)(T: WinOrBlock f))(T: RowStreak e))(F: Plus(T: WinOrBlock e)(T: DiagMainStreak f))))(T: DiagSecStreak f)),
43,Phourrrrrrr,0.0,Phourrrrrrr,3.0,0.9309999999999999,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(T: RowStreak e)(F: If >=(T: WinOrBlock f)(T: DiagSecStreak f)(T: DiagSecStreak e)(T: ColumnStreak f)))(F: Plus(T: WinOrBlock e)(T: ColumnStreak e))(F: If >=(T: ColumnStreak e)(T: ColumnStreak f)(T: DiagMainStreak f)(T: ColumnStreak f)))(F: Plus(F: Plus(F: If >=(T: ColumnStreak e)(T: WinOrBlock f)(T: WinOrBlock e)(T: WinOrBlock f))(T: RowStreak e))(F: Plus(T: WinOrBlock e)(T: DiagMainStreak f))))(T: DiagSecStreak f)),
44,Phourrrrrrr,0.0,Phourrrrrrr,4.0,1.0699999999999996,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(T: ColumnStreak f)(F: If >=(T: WinOrBlock f)(T: DiagSecStreak f)(T: DiagSecStreak e)(T: ColumnStreak f)))(F: Plus(T: WinOrBlock e)(T: ColumnStreak e))(F: If >=(T: ColumnStreak e)(T: ColumnStreak f)(T: DiagMainStreak f)(T: ColumnStreak f)))(F: Plus(F: Plus(F: If >=(T: ColumnStreak e)(T: WinOrBlock f)(T: WinOrBlock e)(T: WinOrBlock f))(T: RowStreak e))(F: Plus(T: WinOrBlock e)(T: DiagMainStreak f))))(T: DiagSecStreak f)),
45,Phourrrrrrr,0.0,Phourrrrrrr,4.0,0.8589999999999992,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagSecStreak e)(T: RowStreak e))(F: Plus(F: Plus(T: ColumnStreak f)(T: RowStreak f))(F: Plus(T: DiagSecStreak e)(T: RowStreak f))))(F: Plus(T: ColumnStreak f)(T: DiagMainStreak f)))(F: Plus(F: Plus(F: Plus(F: Plus(T: ColumnStreak f)(T: ColumnStreak f))(F: Plus(T: DiagSecStreak e)(T: DiagSecStreak f)))(F: Plus(F: Plus(T: ColumnStreak f)(T: RowStreak f))(T: WinOrBlock f)))(F: Plus(T: DiagSecStreak e)(F: Plus(F: Plus(T: WinOrBlock e)(T: RowStreak f))(F: If >=(T: DiagSecStreak f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e)))))),
